date,crop,price_per_quintal,state,district
2023-08-19,Banana,1181.94,India_Average,National
2023-08-20,Banana,1231.26,India_Average,National
2023-08-21,Banana,1165.18,India_Average,National
2023-08-22,Banana,1277.39,India_Average,National
2023-08-23,Banana,1335.11,India_Average,National
2023-08-24,Banana,1315.77,India_Average,National
2023-08-25,Banana,1226.96,India_Average,National
2023-08-26,Banana,1332.63,India_Average,National
2023-08-27,Banana,1249.41,India_Average,National
2023-08-28,Banana,1219.29,India_Average,National
2023-08-29,Banana,1202.16,India_Average,National
2023-08-30,Banana,1221.44,India_Average,National
2023-08-31,Banana,1216.12,India_Average,National
2023-09-01,Banana,1210.22,India_Average,National
2023-09-02,Banana,1209.63,India_Average,National
2023-09-03,Banana,1200.18,India_Average,National
2023-09-04,Banana,1226.22,India_Average,National
2023-09-05,Banana,1271.44,India_Average,National
2023-09-06,Banana,1256.97,India_Average,National
2023-09-07,Banana,1110.91,India_Average,National
2023-09-08,Banana,1046.76,India_Average,National
2023-09-09,Banana,1256.06,India_Average,National
2023-09-10,Banana,1117.99,India_Average,National
2023-09-11,Banana,1186.51,India_Average,National
2023-09-12,Banana,1129.79,India_Average,National
2023-09-13,Banana,1091.88,India_Average,National
2023-09-14,Banana,1232.49,India_Average,National
2023-09-15,Banana,1245.55,India_Average,National
2023-09-16,Banana,1165.41,India_Average,National
2023-09-17,Banana,1044.54,India_Average,National
2023-09-18,Banana,1167.23,India_Average,National
2023-09-19,Banana,1223.51,India_Average,National
2023-09-20,Banana,1111.27,India_Average,National
2023-09-21,Banana,1211.0,India_Average,National
2023-09-22,Banana,1199.08,India_Average,National
2023-09-23,Banana,1234.76,India_Average,National
2023-09-24,Banana,1207.17,India_Average,National
2023-09-25,Banana,1141.62,India_Average,National
2023-09-26,Banana,1271.79,India_Average,National
2023-09-27,Banana,1190.49,India_Average,National
2023-09-28,Banana,1198.36,India_Average,National
2023-09-29,Banana,1144.0,India_Average,National
2023-09-30,Banana,1173.4,India_Average,National
2023-10-01,Banana,1185.33,India_Average,National
2023-10-02,Banana,1229.47,India_Average,National
2023-10-03,Banana,1346.33,India_Average,National
2023-10-04,Banana,1155.12,India_Average,National
2023-10-05,Banana,1140.14,India_Average,National
2023-10-06,Banana,1331.42,India_Average,National
2023-10-07,Banana,1227.21,India_Average,National
2023-10-08,Banana,1198.7,India_Average,National
2023-10-09,Banana,1304.68,India_Average,National
2023-10-10,Banana,1202.64,India_Average,National
2023-10-11,Banana,1353.42,India_Average,National
2023-10-12,Banana,1282.23,India_Average,National
2023-10-13,Banana,1209.94,India_Average,National
2023-10-14,Banana,1373.97,India_Average,National
2023-10-15,Banana,1202.63,India_Average,National
2023-10-16,Banana,1286.21,India_Average,National
2023-10-17,Banana,1258.75,India_Average,National
2023-10-18,Banana,1320.91,India_Average,National
2023-10-19,Banana,1337.02,India_Average,National
2023-10-20,Banana,1242.18,India_Average,National
2023-10-21,Banana,1193.47,India_Average,National
2023-10-22,Banana,1268.72,India_Average,National
2023-10-23,Banana,1198.17,India_Average,National
2023-10-24,Banana,1365.04,India_Average,National
2023-10-25,Banana,1248.66,India_Average,National
2023-10-26,Banana,1217.54,India_Average,National
2023-10-27,Banana,1251.64,India_Average,National
2023-10-28,Banana,1156.66,India_Average,National
2023-10-29,Banana,1179.94,India_Average,National
2023-10-30,Banana,1314.63,India_Average,National
2023-10-31,Banana,1199.46,India_Average,National
2023-11-01,Banana,1279.33,India_Average,National
2023-11-02,Banana,1386.22,India_Average,National
2023-11-03,Banana,1430.04,India_Average,National
2023-11-04,Banana,1398.53,India_Average,National
2023-11-05,Banana,1417.23,India_Average,National
2023-11-06,Banana,1298.92,India_Average,National
2023-11-07,Banana,1254.03,India_Average,National
2023-11-08,Banana,1451.34,India_Average,National
2023-11-09,Banana,1328.22,India_Average,National
2023-11-10,Banana,1333.07,India_Average,National
2023-11-11,Banana,1439.65,India_Average,National
2023-11-12,Banana,1387.55,India_Average,National
2023-11-13,Banana,1380.77,India_Average,National
2023-11-14,Banana,1496.14,India_Average,National
2023-11-15,Banana,1306.56,India_Average,National
2023-11-16,Banana,1412.63,India_Average,National
2023-11-17,Banana,1353.85,India_Average,National
2023-11-18,Banana,1368.13,India_Average,National
2023-11-19,Banana,1453.17,India_Average,National
2023-11-20,Banana,1384.28,India_Average,National
2023-11-21,Banana,1386.33,India_Average,National
2023-11-22,Banana,1422.39,India_Average,National
2023-11-23,Banana,1325.37,India_Average,National
2023-11-24,Banana,1293.35,India_Average,National
2023-11-25,Banana,1279.48,India_Average,National
2023-11-26,Banana,1217.27,India_Average,National
2023-11-27,Banana,1488.79,India_Average,National
2023-11-28,Banana,1275.53,India_Average,National
2023-11-29,Banana,1335.07,India_Average,National
2023-11-30,Banana,1331.32,India_Average,National
2023-12-01,Banana,1523.06,India_Average,National
2023-12-02,Banana,1561.18,India_Average,National
2023-12-03,Banana,1564.54,India_Average,National
2023-12-04,Banana,1456.27,India_Average,National
2023-12-05,Banana,1487.47,India_Average,National
2023-12-06,Banana,1521.19,India_Average,National
2023-12-07,Banana,1481.35,India_Average,National
2023-12-08,Banana,1620.55,India_Average,National
2023-12-09,Banana,1536.82,India_Average,National
2023-12-10,Banana,1555.12,India_Average,National
2023-12-11,Banana,1549.72,India_Average,National
2023-12-12,Banana,1588.01,India_Average,National
2023-12-13,Banana,1513.58,India_Average,National
2023-12-14,Banana,1402.74,India_Average,National
2023-12-15,Banana,1529.98,India_Average,National
2023-12-16,Banana,1451.15,India_Average,National
2023-12-17,Banana,1460.35,India_Average,National
2023-12-18,Banana,1543.98,India_Average,National
2023-12-19,Banana,1592.87,India_Average,National
2023-12-20,Banana,1501.6,India_Average,National
2023-12-21,Banana,1523.16,India_Average,National
2023-12-22,Banana,1627.67,India_Average,National
2023-12-23,Banana,1518.06,India_Average,National
2023-12-24,Banana,1695.13,India_Average,National
2023-12-25,Banana,1542.41,India_Average,National
2023-12-26,Banana,1367.94,India_Average,National
2023-12-27,Banana,1556.5,India_Average,National
2023-12-28,Banana,1528.59,India_Average,National
2023-12-29,Banana,1596.73,India_Average,National
2023-12-30,Banana,1550.49,India_Average,National
2023-12-31,Banana,1489.62,India_Average,National
2024-01-01,Banana,1549.0,India_Average,National
2022-01-01,Blackgram,4898.27,India_Average,National
2022-01-02,Blackgram,4739.5,India_Average,National
2022-01-03,Blackgram,4806.32,India_Average,National
2022-01-04,Blackgram,5095.67,India_Average,National
2022-01-05,Blackgram,5363.3,India_Average,National
2022-01-06,Blackgram,5047.68,India_Average,National
2022-01-07,Blackgram,4654.02,India_Average,National
2022-01-08,Blackgram,5060.04,India_Average,National
2022-01-09,Blackgram,5246.17,India_Average,National
2022-01-10,Blackgram,4799.08,India_Average,National
2022-01-11,Blackgram,4916.83,India_Average,National
2022-01-12,Blackgram,4953.64,India_Average,National
2022-01-13,Blackgram,4755.74,India_Average,National
2022-01-14,Blackgram,5110.45,India_Average,National
2022-01-15,Blackgram,4920.07,India_Average,National
2022-01-16,Blackgram,5053.83,India_Average,National
2022-01-17,Blackgram,4730.35,India_Average,National
2022-01-18,Blackgram,4841.73,India_Average,National
2022-01-19,Blackgram,5128.79,India_Average,National
2022-01-20,Blackgram,4857.72,India_Average,National
2022-01-21,Blackgram,5377.42,India_Average,National
2022-01-22,Blackgram,4851.09,India_Average,National
2022-01-23,Blackgram,5005.61,India_Average,National
2022-01-24,Blackgram,5180.82,India_Average,National
2022-01-25,Blackgram,4598.95,India_Average,National
2022-01-26,Blackgram,4514.2,India_Average,National
2022-01-27,Blackgram,4572.4,India_Average,National
2022-01-28,Blackgram,5262.49,India_Average,National
2022-01-29,Blackgram,4813.42,India_Average,National
2022-01-30,Blackgram,5583.15,India_Average,National
2022-01-31,Blackgram,4810.35,India_Average,National
2022-02-01,Blackgram,5328.14,India_Average,National
2022-02-02,Blackgram,5686.5,India_Average,National
2022-02-03,Blackgram,5808.97,India_Average,National
2022-02-04,Blackgram,5823.6,India_Average,National
2022-02-05,Blackgram,5598.4,India_Average,National
2022-02-06,Blackgram,5549.75,India_Average,National
2022-02-07,Blackgram,5435.83,India_Average,National
2022-02-08,Blackgram,5484.89,India_Average,National
2022-02-09,Blackgram,5133.93,India_Average,National
2022-02-10,Blackgram,5063.44,India_Average,National
2022-02-11,Blackgram,5278.53,India_Average,National
2022-02-12,Blackgram,5234.5,India_Average,National
2022-02-13,Blackgram,5159.78,India_Average,National
2022-02-14,Blackgram,5463.25,India_Average,National
2022-02-15,Blackgram,5531.6,India_Average,National
2022-02-16,Blackgram,5302.76,India_Average,National
2022-02-17,Blackgram,5669.45,India_Average,National
2022-02-18,Blackgram,4978.05,India_Average,National
2022-02-19,Blackgram,5228.3,India_Average,National
2022-02-20,Blackgram,5090.2,India_Average,National
2022-02-21,Blackgram,4786.71,India_Average,National
2022-02-22,Blackgram,5257.6,India_Average,National
2022-02-23,Blackgram,5247.29,India_Average,National
2022-02-24,Blackgram,5678.93,India_Average,National
2022-02-25,Blackgram,5445.94,India_Average,National
2022-02-26,Blackgram,5009.07,India_Average,National
2022-02-27,Blackgram,5768.85,India_Average,National
2022-02-28,Blackgram,5601.74,India_Average,National
2022-03-01,Blackgram,5557.17,India_Average,National
2022-03-02,Blackgram,5338.85,India_Average,National
2022-03-03,Blackgram,5140.95,India_Average,National
2022-03-04,Blackgram,5299.5,India_Average,National
2022-03-05,Blackgram,5693.96,India_Average,National
2022-03-06,Blackgram,5908.84,India_Average,National
2022-03-07,Blackgram,5816.68,India_Average,National
2022-03-08,Blackgram,5268.01,India_Average,National
2022-03-09,Blackgram,5097.7,India_Average,National
2022-03-10,Blackgram,5438.04,India_Average,National
2022-03-11,Blackgram,4922.52,India_Average,National
2022-03-12,Blackgram,5487.26,India_Average,National
2022-03-13,Blackgram,5360.15,India_Average,National
2022-03-14,Blackgram,5274.17,India_Average,National
2022-03-15,Blackgram,4969.43,India_Average,National
2022-03-16,Blackgram,5538.67,India_Average,National
2022-03-17,Blackgram,5256.17,India_Average,National
2022-03-18,Blackgram,5084.12,India_Average,National
2022-03-19,Blackgram,4624.49,India_Average,National
2022-03-20,Blackgram,5392.57,India_Average,National
2022-03-21,Blackgram,5878.51,India_Average,National
2022-03-22,Blackgram,5848.54,India_Average,National
2022-03-23,Blackgram,5276.58,India_Average,National
2022-03-24,Blackgram,5237.4,India_Average,National
2022-03-25,Blackgram,5526.57,India_Average,National
2022-03-26,Blackgram,5130.44,India_Average,National
2022-03-27,Blackgram,5481.48,India_Average,National
2022-03-28,Blackgram,5606.84,India_Average,National
2022-03-29,Blackgram,5731.27,India_Average,National
2022-03-30,Blackgram,5372.96,India_Average,National
2022-03-31,Blackgram,5345.01,India_Average,National
2022-04-01,Blackgram,5047.66,India_Average,National
2022-04-02,Blackgram,5061.15,India_Average,National
2022-04-03,Blackgram,5219.64,India_Average,National
2022-04-04,Blackgram,5376.4,India_Average,National
2022-04-05,Blackgram,5520.58,India_Average,National
2022-04-06,Blackgram,5067.41,India_Average,National
2022-04-07,Blackgram,5673.45,India_Average,National
2022-04-08,Blackgram,5207.85,India_Average,National
2022-04-09,Blackgram,5273.78,India_Average,National
2022-04-10,Blackgram,5082.18,India_Average,National
2022-04-11,Blackgram,4639.49,India_Average,National
2022-04-12,Blackgram,5512.79,India_Average,National
2022-04-13,Blackgram,5473.93,India_Average,National
2022-04-14,Blackgram,5205.16,India_Average,National
2022-04-15,Blackgram,5297.11,India_Average,National
2022-04-16,Blackgram,5415.62,India_Average,National
2022-04-17,Blackgram,4866.96,India_Average,National
2022-04-18,Blackgram,5139.77,India_Average,National
2022-04-19,Blackgram,5489.09,India_Average,National
2022-04-20,Blackgram,4948.33,India_Average,National
2022-04-21,Blackgram,5356.91,India_Average,National
2022-04-22,Blackgram,4921.32,India_Average,National
2022-04-23,Blackgram,5402.55,India_Average,National
2022-04-24,Blackgram,5270.01,India_Average,National
2022-04-25,Blackgram,4853.07,India_Average,National
2022-04-26,Blackgram,5586.88,India_Average,National
2022-04-27,Blackgram,5085.51,India_Average,National
2022-04-28,Blackgram,5065.54,India_Average,National
2022-04-29,Blackgram,5332.37,India_Average,National
2022-04-30,Blackgram,5582.63,India_Average,National
2022-05-01,Blackgram,4698.58,India_Average,National
2022-05-02,Blackgram,4965.27,India_Average,National
2022-05-03,Blackgram,5056.13,India_Average,National
2022-05-04,Blackgram,5121.54,India_Average,National
2022-05-05,Blackgram,4993.67,India_Average,National
2022-05-06,Blackgram,4859.16,India_Average,National
2022-05-07,Blackgram,4745.17,India_Average,National
2022-05-08,Blackgram,4971.32,India_Average,National
2022-05-09,Blackgram,4684.65,India_Average,National
2022-05-10,Blackgram,4226.97,India_Average,National
2022-05-11,Blackgram,5058.05,India_Average,National
2022-05-12,Blackgram,5173.72,India_Average,National
2022-05-13,Blackgram,4365.17,India_Average,National
2022-05-14,Blackgram,4700.09,India_Average,National
2022-05-15,Blackgram,5103.24,India_Average,National
2022-05-16,Blackgram,5459.23,India_Average,National
2022-05-17,Blackgram,4955.15,India_Average,National
2022-05-18,Blackgram,4769.82,India_Average,National
2022-05-19,Blackgram,4904.73,India_Average,National
2022-05-20,Blackgram,5290.28,India_Average,National
2022-05-21,Blackgram,4790.12,India_Average,National
2022-05-22,Blackgram,4752.2,India_Average,National
2022-05-23,Blackgram,4830.52,India_Average,National
2022-05-24,Blackgram,4714.05,India_Average,National
2022-05-25,Blackgram,4980.36,India_Average,National
2022-05-26,Blackgram,5352.11,India_Average,National
2022-05-27,Blackgram,5029.96,India_Average,National
2022-05-28,Blackgram,4887.54,India_Average,National
2022-05-29,Blackgram,4877.78,India_Average,National
2022-05-30,Blackgram,4563.11,India_Average,National
2022-05-31,Blackgram,5168.57,India_Average,National
2022-06-01,Blackgram,4482.49,India_Average,National
2022-06-02,Blackgram,4459.39,India_Average,National
2022-06-03,Blackgram,5218.45,India_Average,National
2022-06-04,Blackgram,4567.22,India_Average,National
2022-06-05,Blackgram,4330.85,India_Average,National
2022-06-06,Blackgram,4404.07,India_Average,National
2022-06-07,Blackgram,4758.4,India_Average,National
2022-06-08,Blackgram,4525.49,India_Average,National
2022-06-09,Blackgram,4176.39,India_Average,National
2022-06-10,Blackgram,4706.83,India_Average,National
2022-06-11,Blackgram,4349.67,India_Average,National
2022-06-12,Blackgram,4921.49,India_Average,National
2022-06-13,Blackgram,4743.01,India_Average,National
2022-06-14,Blackgram,4399.35,India_Average,National
2022-06-15,Blackgram,4788.23,India_Average,National
2022-06-16,Blackgram,4515.27,India_Average,National
2022-06-17,Blackgram,4691.87,India_Average,National
2022-06-18,Blackgram,4609.06,India_Average,National
2022-06-19,Blackgram,4309.57,India_Average,National
2022-06-20,Blackgram,4355.2,India_Average,National
2022-06-21,Blackgram,4731.74,India_Average,National
2022-06-22,Blackgram,4424.68,India_Average,National
2022-06-23,Blackgram,4409.18,India_Average,National
2022-06-24,Blackgram,4285.1,India_Average,National
2022-06-25,Blackgram,4595.31,India_Average,National
2022-06-26,Blackgram,4964.07,India_Average,National
2022-06-27,Blackgram,4259.81,India_Average,National
2022-06-28,Blackgram,4505.45,India_Average,National
2022-06-29,Blackgram,4817.75,India_Average,National
2022-06-30,Blackgram,4482.08,India_Average,National
2022-07-01,Blackgram,4141.61,India_Average,National
2022-07-02,Blackgram,3834.87,India_Average,National
2022-07-03,Blackgram,4136.73,India_Average,National
2022-07-04,Blackgram,4012.1,India_Average,National
2022-07-05,Blackgram,4249.61,India_Average,National
2022-07-06,Blackgram,4290.45,India_Average,National
2022-07-07,Blackgram,4574.39,India_Average,National
2022-07-08,Blackgram,4167.38,India_Average,National
2022-07-09,Blackgram,4115.97,India_Average,National
2022-07-10,Blackgram,4089.36,India_Average,National
2022-07-11,Blackgram,3978.48,India_Average,National
2022-07-12,Blackgram,4118.54,India_Average,National
2022-07-13,Blackgram,3990.18,India_Average,National
2022-07-14,Blackgram,4084.11,India_Average,National
2022-07-15,Blackgram,4316.81,India_Average,National
2022-07-16,Blackgram,3846.18,India_Average,National
2022-07-17,Blackgram,4280.83,India_Average,National
2022-07-18,Blackgram,4316.72,India_Average,National
2022-07-19,Blackgram,4026.09,India_Average,National
2022-07-20,Blackgram,3620.32,India_Average,National
2022-07-21,Blackgram,3926.92,India_Average,National
2022-07-22,Blackgram,4312.64,India_Average,National
2022-07-23,Blackgram,4045.37,India_Average,National
2022-07-24,Blackgram,3847.64,India_Average,National
2022-07-25,Blackgram,3947.78,India_Average,National
2022-07-26,Blackgram,4220.23,India_Average,National
2022-07-27,Blackgram,4160.71,India_Average,National
2022-07-28,Blackgram,4001.62,India_Average,National
2022-07-29,Blackgram,3975.72,India_Average,National
2022-07-30,Blackgram,3970.67,India_Average,National
2022-07-31,Blackgram,3863.21,India_Average,National
2022-08-01,Blackgram,4021.08,India_Average,National
2022-08-02,Blackgram,3660.62,India_Average,National
2022-08-03,Blackgram,3947.0,India_Average,National
2022-08-04,Blackgram,4003.59,India_Average,National
2022-08-05,Blackgram,3906.29,India_Average,National
2022-08-06,Blackgram,3640.28,India_Average,National
2022-08-07,Blackgram,3795.68,India_Average,National
2022-08-08,Blackgram,3716.08,India_Average,National
2022-08-09,Blackgram,3552.46,India_Average,National
2022-08-10,Blackgram,3780.92,India_Average,National
2022-08-11,Blackgram,3501.24,India_Average,National
2022-08-12,Blackgram,3941.52,India_Average,National
2022-08-13,Blackgram,3634.14,India_Average,National
2022-08-14,Blackgram,3758.0,India_Average,National
2022-08-15,Blackgram,3773.28,India_Average,National
2022-08-16,Blackgram,3672.41,India_Average,National
2022-08-17,Blackgram,3829.72,India_Average,National
2022-08-18,Blackgram,3632.23,India_Average,National
2022-08-19,Blackgram,3882.66,India_Average,National
2022-08-20,Blackgram,3470.19,India_Average,National
2022-08-21,Blackgram,3744.09,India_Average,National
2022-08-22,Blackgram,4081.27,India_Average,National
2022-08-23,Blackgram,3534.49,India_Average,National
2022-08-24,Blackgram,3594.5,India_Average,National
2022-08-25,Blackgram,3816.18,India_Average,National
2022-08-26,Blackgram,3753.98,India_Average,National
2022-08-27,Blackgram,3785.8,India_Average,National
2022-08-28,Blackgram,3811.58,India_Average,National
2022-08-29,Blackgram,3838.65,India_Average,National
2022-08-30,Blackgram,3927.01,India_Average,National
2022-08-31,Blackgram,3796.82,India_Average,National
2022-09-01,Blackgram,3556.57,India_Average,National
2022-09-02,Blackgram,3721.06,India_Average,National
2022-09-03,Blackgram,3941.98,India_Average,National
2022-09-04,Blackgram,3576.13,India_Average,National
2022-09-05,Blackgram,3424.58,India_Average,National
2022-09-06,Blackgram,3799.27,India_Average,National
2022-09-07,Blackgram,3578.33,India_Average,National
2022-09-08,Blackgram,3208.92,India_Average,National
2022-09-09,Blackgram,3752.54,India_Average,National
2022-09-10,Blackgram,3503.64,India_Average,National
2022-09-11,Blackgram,3583.7,India_Average,National
2022-09-12,Blackgram,3659.76,India_Average,National
2022-09-13,Blackgram,3634.29,India_Average,National
2022-09-14,Blackgram,3727.7,India_Average,National
2022-09-15,Blackgram,3521.61,India_Average,National
2022-09-16,Blackgram,3692.36,India_Average,National
2022-09-17,Blackgram,3553.28,India_Average,National
2022-09-18,Blackgram,3732.99,India_Average,National
2022-09-19,Blackgram,3710.77,India_Average,National
2022-09-20,Blackgram,3431.62,India_Average,National
2022-09-21,Blackgram,3795.48,India_Average,National
2022-09-22,Blackgram,3503.53,India_Average,National
2022-09-23,Blackgram,3745.45,India_Average,National
2022-09-24,Blackgram,3666.11,India_Average,National
2022-09-25,Blackgram,3930.87,India_Average,National
2022-09-26,Blackgram,3559.78,India_Average,National
2022-09-27,Blackgram,3537.12,India_Average,National
2022-09-28,Blackgram,3596.5,India_Average,National
2022-09-29,Blackgram,3545.43,India_Average,National
2022-09-30,Blackgram,3743.99,India_Average,National
2022-10-01,Blackgram,3419.9,India_Average,National
2022-10-02,Blackgram,3524.56,India_Average,National
2022-10-03,Blackgram,3521.93,India_Average,National
2022-10-04,Blackgram,3897.36,India_Average,National
2022-10-05,Blackgram,4038.8,India_Average,National
2022-10-06,Blackgram,3701.15,India_Average,National
2022-10-07,Blackgram,3689.17,India_Average,National
2022-10-08,Blackgram,3733.61,India_Average,National
2022-10-09,Blackgram,3936.72,India_Average,National
2022-10-10,Blackgram,3548.06,India_Average,National
2022-10-11,Blackgram,3764.92,India_Average,National
2022-10-12,Blackgram,3901.99,India_Average,National
2022-10-13,Blackgram,3813.8,India_Average,National
2022-10-14,Blackgram,3755.84,India_Average,National
2022-10-15,Blackgram,3906.8,India_Average,National
2022-10-16,Blackgram,3217.7,India_Average,National
2022-10-17,Blackgram,3846.68,India_Average,National
2022-10-18,Blackgram,3598.9,India_Average,National
2022-10-19,Blackgram,3380.03,India_Average,National
2022-10-20,Blackgram,3815.68,India_Average,National
2022-10-21,Blackgram,3976.12,India_Average,National
2022-10-22,Blackgram,3695.01,India_Average,National
2022-10-23,Blackgram,3897.84,India_Average,National
2022-10-24,Blackgram,4020.51,India_Average,National
2022-10-25,Blackgram,3965.19,India_Average,National
2022-10-26,Blackgram,4025.66,India_Average,National
2022-10-27,Blackgram,3858.63,India_Average,National
2022-10-28,Blackgram,3734.61,India_Average,National
2022-10-29,Blackgram,3422.57,India_Average,National
2022-10-30,Blackgram,3674.8,India_Average,National
2022-10-31,Blackgram,3563.71,India_Average,National
2022-11-01,Blackgram,4489.62,India_Average,National
2022-11-02,Blackgram,4014.38,India_Average,National
2022-11-03,Blackgram,4074.95,India_Average,National
2022-11-04,Blackgram,4161.68,India_Average,National
2022-11-05,Blackgram,4058.83,India_Average,National
2022-11-06,Blackgram,4393.25,India_Average,National
2022-11-07,Blackgram,3923.91,India_Average,National
2022-11-08,Blackgram,4089.41,India_Average,National
2022-11-09,Blackgram,3899.65,India_Average,National
2022-11-10,Blackgram,3782.7,India_Average,National
2022-11-11,Blackgram,3926.12,India_Average,National
2022-11-12,Blackgram,4042.5,India_Average,National
2022-11-13,Blackgram,3963.07,India_Average,National
2022-11-14,Blackgram,3909.78,India_Average,National
2022-11-15,Blackgram,3765.22,India_Average,National
2022-11-16,Blackgram,4033.17,India_Average,National
2022-11-17,Blackgram,3745.29,India_Average,National
2022-11-18,Blackgram,4203.91,India_Average,National
2022-11-19,Blackgram,4066.69,India_Average,National
2022-11-20,Blackgram,3754.85,India_Average,National
2022-11-21,Blackgram,3987.39,India_Average,National
2022-11-22,Blackgram,3897.69,India_Average,National
2022-11-23,Blackgram,4114.63,India_Average,National
2022-11-24,Blackgram,4321.44,India_Average,National
2022-11-25,Blackgram,3670.28,India_Average,National
2022-11-26,Blackgram,4073.29,India_Average,National
2022-11-27,Blackgram,4017.57,India_Average,National
2022-11-28,Blackgram,4185.95,India_Average,National
2022-11-29,Blackgram,4093.17,India_Average,National
2022-11-30,Blackgram,3897.73,India_Average,National
2022-12-01,Blackgram,4428.21,India_Average,National
2022-12-02,Blackgram,4320.89,India_Average,National
2022-12-03,Blackgram,4742.1,India_Average,National
2022-12-04,Blackgram,4504.8,India_Average,National
2022-12-05,Blackgram,4927.77,India_Average,National
2022-12-06,Blackgram,4486.35,India_Average,National
2022-12-07,Blackgram,4340.61,India_Average,National
2022-12-08,Blackgram,4159.41,India_Average,National
2022-12-09,Blackgram,4094.29,India_Average,National
2022-12-10,Blackgram,4143.57,India_Average,National
2022-12-11,Blackgram,4560.1,India_Average,National
2022-12-12,Blackgram,4614.46,India_Average,National
2022-12-13,Blackgram,4144.23,India_Average,National
2022-12-14,Blackgram,4701.38,India_Average,National
2022-12-15,Blackgram,4391.31,India_Average,National
2022-12-16,Blackgram,4533.03,India_Average,National
2022-12-17,Blackgram,4862.75,India_Average,National
2022-12-18,Blackgram,4701.79,India_Average,National
2022-12-19,Blackgram,4439.58,India_Average,National
2022-12-20,Blackgram,4299.48,India_Average,National
2022-12-21,Blackgram,4015.84,India_Average,National
2022-12-22,Blackgram,4338.19,India_Average,National
2022-12-23,Blackgram,4452.5,India_Average,National
2022-12-24,Blackgram,4277.88,India_Average,National
2022-12-25,Blackgram,4470.47,India_Average,National
2022-12-26,Blackgram,4517.29,India_Average,National
2022-12-27,Blackgram,4449.41,India_Average,National
2022-12-28,Blackgram,4353.75,India_Average,National
2022-12-29,Blackgram,4537.95,India_Average,National
2022-12-30,Blackgram,4599.44,India_Average,National
2022-12-31,Blackgram,4254.66,India_Average,National
2023-01-01,Blackgram,5299.21,India_Average,National
2023-01-02,Blackgram,4925.6,India_Average,National
2023-01-03,Blackgram,4954.67,India_Average,National
2023-01-04,Blackgram,5125.28,India_Average,National
2023-01-05,Blackgram,5007.72,India_Average,National
2023-01-06,Blackgram,5185.9,India_Average,National
2023-01-07,Blackgram,5021.06,India_Average,National
2023-01-08,Blackgram,4798.42,India_Average,National
2023-01-09,Blackgram,5039.47,India_Average,National
2023-01-10,Blackgram,4666.93,India_Average,National
2023-01-11,Blackgram,4976.87,India_Average,National
2023-01-12,Blackgram,4941.78,India_Average,National
2023-01-13,Blackgram,4898.49,India_Average,National
2023-01-14,Blackgram,4918.19,India_Average,National
2023-01-15,Blackgram,4484.24,India_Average,National
2023-01-16,Blackgram,4814.19,India_Average,National
2023-01-17,Blackgram,4972.98,India_Average,National
2023-01-18,Blackgram,4989.56,India_Average,National
2023-01-19,Blackgram,4695.65,India_Average,National
2023-01-20,Blackgram,5263.26,India_Average,National
2023-01-21,Blackgram,4735.62,India_Average,National
2023-01-22,Blackgram,5189.94,India_Average,National
2023-01-23,Blackgram,5055.73,India_Average,National
2023-01-24,Blackgram,4790.06,India_Average,National
2023-01-25,Blackgram,5389.39,India_Average,National
2023-01-26,Blackgram,4654.57,India_Average,National
2023-01-27,Blackgram,5177.49,India_Average,National
2023-01-28,Blackgram,5197.64,India_Average,National
2023-01-29,Blackgram,4784.02,India_Average,National
2023-01-30,Blackgram,5294.64,India_Average,National
2023-01-31,Blackgram,4888.11,India_Average,National
2023-02-01,Blackgram,5355.63,India_Average,National
2023-02-02,Blackgram,5348.14,India_Average,National
2023-02-03,Blackgram,5243.97,India_Average,National
2023-02-04,Blackgram,5493.45,India_Average,National
2023-02-05,Blackgram,5488.88,India_Average,National
2023-02-06,Blackgram,4817.86,India_Average,National
2023-02-07,Blackgram,5623.73,India_Average,National
2023-02-08,Blackgram,4840.57,India_Average,National
2023-02-09,Blackgram,5551.99,India_Average,National
2023-02-10,Blackgram,5576.84,India_Average,National
2023-02-11,Blackgram,4991.44,India_Average,National
2023-02-12,Blackgram,5170.98,India_Average,National
2023-02-13,Blackgram,4987.55,India_Average,National
2023-02-14,Blackgram,5222.69,India_Average,National
2023-02-15,Blackgram,5198.11,India_Average,National
2023-02-16,Blackgram,5485.23,India_Average,National
2023-02-17,Blackgram,5625.31,India_Average,National
2023-02-18,Blackgram,5647.84,India_Average,National
2023-02-19,Blackgram,5131.03,India_Average,National
2023-02-20,Blackgram,5224.19,India_Average,National
2023-02-21,Blackgram,4835.04,India_Average,National
2023-02-22,Blackgram,5066.7,India_Average,National
2023-02-23,Blackgram,5534.12,India_Average,National
2023-02-24,Blackgram,5705.89,India_Average,National
2023-02-25,Blackgram,4953.59,India_Average,National
2023-02-26,Blackgram,5123.03,India_Average,National
2023-02-27,Blackgram,5272.45,India_Average,National
2023-02-28,Blackgram,5353.38,India_Average,National
2023-03-01,Blackgram,5181.41,India_Average,National
2023-03-02,Blackgram,5514.5,India_Average,National
2023-03-03,Blackgram,5272.06,India_Average,National
2023-03-04,Blackgram,5396.1,India_Average,National
2023-03-05,Blackgram,5547.5,India_Average,National
2023-03-06,Blackgram,5401.73,India_Average,National
2023-03-07,Blackgram,5282.18,India_Average,National
2023-03-08,Blackgram,5370.41,India_Average,National
2023-03-09,Blackgram,5376.14,India_Average,National
2023-03-10,Blackgram,5300.1,India_Average,National
